Content,Rate
"Pou tous ceux qui désirent manger Italien c'est le lieu qu'il faut, des pizzas, des pâtes et des plats savoureux, des tiramisu succulent ainsi que le panacotta.",5
Restaurant tres prise cependant malgré la diversité et la qualité des mets l accueil très hautain du propriétaire ou gérant m a désagréablement surprise  Il est vrai que ce mr parle l italien (moi aussi d ailleurs ) mais ce n est pas une raison...,3
"J ai commande un carpaccio et une pizza bresaola. C etait correct, mais rien d extraordinaire, surtout au vu de l eloignement du centre ville et les commentaires que j ai lu sur tripadvisor.",3
"Excellent,produits fins et de qualité, très bon service, bon accueil, les desserts sont tous très bon, je vous recommande le millefeuille fait maison, bienvenue en Italie.",5
Plats frais et fait maison aussi bon qu'en Italie ! Cher pour la Tunisie néanmoins mais vraiment d'excellente qualité,5
C'est le meilleur restaurant Méditerranéen de la région nasr et manezah.  Son chef italien offre une gastronomie Méditerranéenne excellente. Un endroit très calme. Vous pouvez y aller pour diner/ déjeuner d'affaires ou même en famille. Les plats sont bien soignés et les gâteaux. sont excellents,5
"Un restaurant vraiment improbable.  Ce n'est pas vraiment l'endroit approprié, mais il fait désormais partie du paysage du quartier.  Une très bonne carte, excellent service.  Un endroit à retrouver avec plaisir lorsqu'on a envie de vraie cuisine italienne.  Une galerie d'art culinaire, où se retrouvent...",5
"Le top de leur menu : les spaghettis aux fruits de mer (les meilleures de Tunis à mon goût) et les pizzas (surtout celles dont la bordure est fourrée de Riviera), la salade de poulpe tiède (bonne et copieuse), et en dessert le tiramisu aux...",4
je me suis régalée avec ces délicieux plats  . l ambiance est géniale . tout simplement je recommande ce restaurant .,5
un acceuil très chaleureux   .la bouffe  est très  tres  tres bonne.une  Équipe  souriante  ainsi  qu une bouffe  extra ordinaire  qui donne  envie  de manger  midi  et soir  chez  eux ;) gracie  mille  l artisti :))))),5
"un restaurant où nous allons souvent avec ma famille, l'ambiance y est sans chichi cool et la bouffe excellente.",4
"Je suis un grand habitué de ce restaurant (j'habite en face). Le restaurant est tenu par une famille italienne, les produits sont de toute fraicheur, le cadre est pas mal (le soir il y a parfois un musicien). Le service pourrait être amélioré avec des...",4
"Restaurant qui vieilli très mal (ouvert en 2007), à l'accueil le bonhomme italien ( gérant ou proprio ...?!) n'a même daigné me retourner le salut, décoration Kitsch et de mauvais goût, plat peu goûteux, aucune recherche ou innovation dans le matériel utilisés ( assiettes creuses...",2
"Les plats proposés sont très bons, un super rapport qualité/prix, le service est assez rapide et une ambiance très sympa. Cependant le cadre n'est pas vraiment dans le thème ""italien"". Ça reste quand même une très bonne adresse !! :)",4
"on est toujours satisfait, très bonne cuisine italienne. pesonnel très acceuillant. la pizza est très bonne surtout celle avec les bord fourré à la ricotta. Les desserts sont très bon saussi surtout: tiramisu au fruit et gâteau nutella mascarpone",4
C'est un bon restaurant italien avec son fameuse pizza et ces pâte bonne ainsi que ces plats à base de viande de voeux  Les desserts aussi sont très bonnes C'est parmi les meilleurs restaurants italien à Tunis et ils ont su garder la qualité,4
"Un endroit sympa pour une dégusatation de plats italiens. Les pizzas sont très bonnes et bien cuites. Le décor je l'ai trouvé très moyens et les prix un peu cher par rapport aux autres resto, qui se rapprochent des prix d'un resto de luxe",4
service toujours à la hauteur cuisine bonne bien italienne parmi les meilleurs en cuisine italienne bien sur pizza et pates et le tiramissu ...oui il faut y aller,4
"Très bonne cuisine, très bien préparée. Les meilleurs fruits de mer en Tunisie, toujours frais et variés. Ambiance chaleureuse et conviviale. Service impeccable, personnel accueillant. A recommander vivement !!",5
C'est la cinquième fois que je me rend dans ce restaurant et c'est toujours de la bonne cuisine que je découvre. Les plats sont très délicieux et le service est très bien. C'est l'un des meilleurs restaurant en tunisie bien que son emplacement n'est pas...,5
Accueil chaleureux Service impeccable et excellents plats mention spéciale au chef Lucas qui m'a régalé avec des pâtes au langoustines d'une finesse exceptionnelle,5
Après plus que 06 ans que je frequente ce restaurant et après un certain nombre de voyage en Italie j'avoue qu'il est le meilleur Resto italien en Tunisie une cuisine typiquement italien cadre agréable surtout la famille Colucci dont le père Antonio que je tiens...,5
"Je me rappelle que la première fois où je suis allée à ce restaurant il y a à peu près deux ans, j'ai été vraiment fascinée par la qualité du service, la générosité des plats qui évoquent les délices de l'Italie. Hélas à chaque fois...",3
"hier on est allé un groupe de 10 personne au resto,personnellement jai commandé une lasagne fruit de mer toute froide limite dégueulasses amis aussi ont commandé plein d'autre plats (lasagne viande haché,spaghetti fruit de mer,pizza...) et tout le monde n'était pas satisfait de la qualité.franchement...",2
"J ai commande une pizza au thon qui m a été servi presque froide et avec quelque miettes de thon, Bonjour la générosité.  Ce restaurant ne mérite meme pas une 1/2 étoiles.",1
"Je n'ai pas du tout apprécié de service: on a réservé pour 7 personne et se retrouve avec une table pour 6, quand on demande de consulter le menu on a attendu 25 mn pour les avoirs après insistance Les pizzas étaient bonne certes mais...",2
"restaurant situé dans un quartier residentiel chic de la capitale( Tunis)   présentant un cadre agréable pour une,ambiance assez intime , à conseiller surtout pour des sorties-diner pour les amateurs de cuisine italienne en particulier les variétés de pates garnies de fruits de mer (spaghetti ,tagliatelles...",4
"diner en couple, acceuil chaleureux (on a réservé à l'avance et je conseille de le faire). Bouffe succulente : des spaguettis fruits de mer Al dente à l'italienne trop bonnes. Des tagliatelles 4 formages au gout agréable du roquefort et pour le dessert un sheesecake...",5
"le service et la qualité ne sont pas au rendez-vous. A vrai dire, jamais au rendez-vous. Les lasagnes baignaient dans une sauce aqueuse non identifiable. Deux fois de suite, le serveur se trompe de commande.",1
Accueil impersonnel. Plats moyens. Service un peu lent. Nappe louche. En plus il faisait un peu froid et c'etait mal chauffe....,3
"très bon restaurant,spécialités italiennes,cadre chaleureux surtout le soir,plats et desserts succulents. à recommander.",4
"Accueille froide,  la qualité des pizzas inférieure à la moyenne la pâte est dure on dirait qu’elle est faite de semoule de blé  lorsqu’on coupe la pizza tellement j’ai appuyé que me suis retrouvé avec une pâte sans garniture (sauce tomate +fromage..) que j’ai récupéré...",2
"Accueil froid, service lent, des plats très ordinaires qui manque d'originalité, serveurs inexpérimentés. Un patron qui ne s'occupe que des hôtes qui les connais.",3
"Nous avons dîné au ""Il ritrovo degli artisti"" le 9 août 2013. l'accueil était très froid et impersonnel qui se résultait à ""avez vous réservé"" de la part du cuisiner. Le décor est simple et passe partout.   Le service est très lent et surtout pas...",2
Marco et luca sont toujours la pour bien vous conseiller les produits sont toujours frais et l addition est correct,4
"le cadre est sympa , très bonne cuisine surtout les raviolis , les raviolis aux champignon miam miam :)) par contre les lasagnes très moyennes pour un restaurant italien (trop de tomate) :) .",4
"Accueil impeccable, qualité de service parfait, nourriture excellente et un cadre moderne. Les 4 personnes de la table étaient ravies....  Je recommande. seul bémol: aucune boisson alcoolisée (une bière ou un Chianti aurait peut être sa place au sein de la carte...)",5
"Accueil froid, on a commandé un carpatio de poulpe moyen l assaisonnement étais fade, on a pris une pizza 4 fromage elle étais bonne, et le dernier plat des lasagne c étais vraiment de la [--] aucune saveur la viande haché étais presque inexistante !!!...",2
"Le restaurant est situé dans la banlieue de Tunis dans la Cité Ennasr à une dizaine de kilomètres du centre de Tunis, il faut être motorisé pour y aller mais un taxi peut faire l'affaire, Nous sommes retourné  un samedi soir , en groupe d'une...",3
Comme dab toujours de bonne surprises...bravo a toute l'equipe. J'adore cette petite escapade en Italie meme pour q.q. instants.,5
"Poissons frais, la fameuse Fiorentina (viandes cuites sur une pierre brulée), très bonnes pizzas, desserts classiques de la cuisine Italinne (enfin la plupart)",4
"beaucoup d'amis m'avaient parlé de ce restaurant j'ai décidé d'y aller en famille. le restaurant est dans une villa du quartier Ennasr. parking facile, acceuil sympatique, la nappe de la table était sale, tachée de sauce du repas précédent, les serviettes sales, je commence à...",3
Toujours agreablement surpris...un grand choix a la carte si non le menu du jour c'est grandiose. Tres bonne adresse que je recommande sans aucune hesitation.,5
"Resto à conseiller si vous êtes dans le coin, un des meilleurs restos italiens à Tunis, bien tenu par son chef italien, qui d’ailleurs est assez présent en salle, ce qui est bien apprécié par les clients; Carte variée avec de très belles entrées (le...",4
"J'étais à ce restaurant qu'une seule fois, j'ai été agréablement surpris par l'inoubliable repas italiens présentés. La vraie cuisine italienne avec une excellente hospitalité du site. Vu que je parle l'italien, c'était très bon pour le plaisir de discuter avec les serveurs et les restaurants....J'ai vraiment envie de nous y rendre une fois encore ce restaurant.",5
Le restaurant n'est pas très facile à trouver. Il est nul côté déco mais le service est de bonne qualité et une excellente cuisine. Les prix sont très chers.,3
"La nourriture était bonne, l'atmosphère était correct, le service était médiocre, la présentation de la nourriture était super. J'aimerais y retourner la prochaine fois que je suis dans la région.",4
"La pizza est délicieuse, le meilleur de Ennasar. C'est un véritable style italien et idéal quand on manque Bruchette au pepperoni et ! été ici beaucoup beaucoup de fois. Le mari aime les fruits de mer. Une fois il y avait un problème avec du...sable dans les palourdes mais le chef réglé sans problème. Pas d'alcool, donc c'est bon si vous voulez amener les enfants.",5
"J'ai visité ce restaurant pour plusieurs fois. C'est vraiment un très bon hôtel. J'ai essayé les aliments de mer, des pâtes et des pizzas. Je recommande vivement d'essayer les plats les tagliatelles au de mer.",4
"Êtes-vous un voyageur de loisirs ou un homme d'affaires à Tunis ? C'est l'endroit à visiter. Après plusieurs années de voyage en Tunisie, ce restaurant est, offrant la meilleure qualité en termes de qualité et de goût. Les faibles coûts absolument comparant la qualité de...la nourriture servie, vous aurez un large choix de plats traditionnels italiens, cuit exactement comme nous préparer eux en Italie à la maison.  C'est sans aucun doute le meilleur restaurant de Tunisie, non seulement de Tunis. Il faut absolument visiter.",5
J'ai mangé ici plusieurs fois et la nourriture était toujours délicieux. Les pâtes jamais faute attentes italienne de client. saisissant everytimes d'introduction des plats. Bons gars fait.,5
"La nourriture est bonne. Pas d'alcool mais pratiquement tout le monde fume à l'intérieur. Accueil plutôt froid. Pas confortable du tout. Le foot à la télé, comme si nous étions un pub ? Pas une super expérience",3
"L'ambiance est plutôt froide et pas confortable. La télévision est sur et football tout le temps. Entrées super. Spaghetti Marinara pas tellement bien. Le service est rapide. Pas d'alcool. Difficile à trouver et un endroit où aller tunisiens. Il y a beaucoup d'italiens, donc il...y a quelque chose.",4
"L'un des meilleurs restaurants italiens en Tunisie. Leurs plats de pâtes sont hors de ce monde et le poisson est probablement le meilleur que l'on peut trouver dans la capitale. C'est un hôtel géré par une famille et ils font un excellent travail, comme si...l'on est en Italie. A ne pas manquer. Ouvert même le dimanche', fermé le lundi. Bon appétit !",5
"Accueil agréable.  Service rapide Plats copieux  Bonne qualité des produits Cuisine savoureuse.   Mais : Tapas moyennes  Dessert trop lourd  Présentation conventionnelle  Tout cela manque un peu d’âme et d’innovation.   Aucun produit bio à la carte.   30 euros par convive, ce qui est juste correct.   Une...",4
Restaurant très professionnel. Service irréprochable à l ecoute des client carte de produits frais. Excellent restarant,4
"Suite aux commentaires je m'attendais a mieux. Tranche de gigot d'agneaux rosé, prometteur mais on se retrouve avec des petit morceaux d'agneaux  trop cuit, la fin du gigot, viande très nerveuse, trop de sauce.  Entrée carpaccio de poulpe pas terrible pas de saveurs particulière. Dessert...",2
Un cadre très agréable dans une villa coloniale transformée en restaurant. Excellente cuisine méditerranéenne raffinée. Très bon service.,5
"Niché au cœur d’une petite rue de Tunis, ce restaurant n’a rien à envier à ses homologues en France. Service impeccable et assiettes bien garnies de produits de qualité.  Une seule petite remarque (pour un visiteur Francais comme moi), il n’y a pas de plats...",5
"Carte avec des plats globalement français. La carte des vins contient quelques belles bouteilles de France. Niveau du service plutôt bon, et délai d'attente des plats correct.",4
Acceuil et service impeccable comme d habitude.  Dommage cette fois ci que la sauce de la viande ete trop grasse (trop d huile) mais la viande super bonne.les desserts pas trop au top.,4
De retour à Tunis je suis retourné dans ce restaurant ce midi même . Carte vraiment très sympa et variée. La viande est excellent. Service discret. J'ai goûté le carpaccio de foie gras..très bon.  Allez y vous devriez apprécier.,4
Toujours la même qualité de service irréprochable Les plats aussi délicieux  C'est toujours un grand plaisir d'y manger,5
"Excellent restaurant  Service professionnel  Propreté impeccable  On y mange trop bien Qualité des produits, présentation, cuisson, assaisonnement... tout y est! Des desserts qui valent la peine  Calme Pour non fumeurs mais pas que! Bref fortement conseillé pour les sorties en couple, en famille, entre amis...",5
"Très bon accueil, une belle salle à manger. Une cuisine de bon niveau, je dirai même raffinée. Un bon vin tunisien, enfin une bonne soirée avec un collègue.",4
"Accueil très convivial. Cadre étonnant mais très chaleureux. Cuisine de la maison bien faite, généreuse ,des produits frais . Le service est décontracté. Un oeuf mollet sauce vigneronne en entrée très goûteux.  Un tournedos de gigot d'agneau bon ,un morceau de ficelle oubliė dommage.  Dessert...",4
"Nous avons manger à 2 un soir, service impeccable la cuisine bonne avec du goût. Serveurs à l'affût et professionnels. Merci",5
"Venu en famille, très belle surprise ! Les plats étaient succulents , copieux. Le service impeccable. Bravo je conseil vivement",5
Super restaurant les plats étaient succulents on s'est régalé  J'ai goûté les spaghettis maisons poulet noix champignons : une tuerie Super adresse à tunis à retenir,5
voilla un restaurants qui vaux le détour faits-parties-des restaurants cotes-de carthage-cuisine-exelentes-perssonelles-qualifiers-buen sur recommande de réserve en fin de semaines-en saisons estivales-est -après-la-saisons-est -en période de fêtes de fin d année,4
"ayant mangé à 3 reprises dans ce restaurant, et à chaque fois, on a droit à des plats préparés avec tant d'amour et de goût! la carte de vin est variée, du Tunisien au Français, chacun selon ses goûts et son budget surtout. L'accueil est...",5
Bon accueil. Personnel aimable. De très bons plats . Mon déjeuner a été un agréable moment. Je recommande,4
"On retrouve dans ce restaurant de nombreux plats de cuisine traditionnelle française, mais également quelques plats Tunisien de très bonne qualité",4
"Dans un cadre à l fois classique et moderne, cette ancienne demeure familiale a été transformée en restaurant comme son nom l'indique ""la salle à manger"" par ses propriétaires gourmands et gourmets. On retrouve ainsi un service de qualité, de très bons vins, et une...",4
"Cuisine française classique et raffinée avec d’excellents produits : carpaccio ou terrine de foie gras  bien réussis ; bonnes préparations des filets de bœuf, magrets de canard et symphonie de poissons. Les desserts sont bons toutefois très classiques et sans grande originalité. Belle carte de...",4
"L’accueil était glacial. Pour le service nous n’avons pas été dépaysé : à la tunisienne. La serveuse n’était pas envahissante. Elle a pris la commande, elle a déposé la bouteille de vin et nous l’avons plus revue jusqu’au moment de la présentation de l’addition. Le...",3
"Resto coquet, joliment décoré, personnel au petit soins, nourriture de grande qualité, service assez rapide. A midi, c'est l'une des meilleur table sur Tunis",5
Dejeuner en famille dans ce restaurant à la carte bien fournie tant en mets qu’en vins. Cuisine franco tunisienne raffinée pour des prix très raisonnables. Le cadre est feutré et élégant. Le service est efficace et discret. Excellente adresse à Tunis.,5
"Très bon service, a l écoute, de bons conseils ssur la carte qui est assez variiee excellent plats, un lieu à  découvrir, une très jolie image de la gastronomie Tunisienne  Merci pour ce bon moment",4
c'est une excellente adresse pour un déjeuner ou un dîner d’affaire  le cadre est bien la cuisine est tres bonne ainsi que le service. il est  serte chere comparé à d'autres endroits mais il vaut la peine de s'y rendre surtout que son accès est...,4
Cadre très agréable et intime. Des plats succulents avec des produits de qualité. Une larges gamme de vins locaux et internationaux. Service impeccable. Je recommande vivement...,5
"Un plat de spaghetti aux fruits de mer très bon, pâte aldente à l’italienne, moules, clovisses et chevrettes fraîches. Portion correcte et service soigné . Le sorbet au citron moelleux et exquis.",4
"A mes yeux le meilleur restaurant de Tunis. On y mange vraiment bien, les viandes sont savoureuses (mémorable souris d'agneau), les légumes sont frais, les plats raffinés et la carte des vins élaborée. Belle adresse à recommander chaudement.",5
Un des restaurants les plus convoité par les hommes d'affaires locaux et étrangers de passa. Un joyau cache dans une des  ruelles où l'on sert des plats de la gastronomie francaise. Le lieu à inauguré  depuis peu une Vinothèque cosy très agérable surtout l'hiver avec...,5
"Il fut un temps où ce restaurant proposait des plats succulents. À présent les prix ont significativement augmenté sans que la cuisine ne suive, du tout.  Ce n'est désormais plus un bon plan.",3
"bonne table, bon service, je retoune dans cet établissement avec plaisir, mais les prix sont européens pas tunisiens",5
"Qualité et choix, cuisine européenne, service moyen surtout quand on est nombreux. Dessert moyen. Boissons alcoolisées excessivement chères mais le choix y est. Un des meilleurs resto de Tunis même si la direction n’est pas souple.",4
"Un restaurant très sympatique , calme , le service y est excellent , la cuisine est très bonne , une carte variée , un petit reproche à faire , nous avons était installés juste à l’entrée avec aucune autre option proposée, et ce n’est jamais...",3
"Ici on n’est pas loin de la note parfaite Service discret et agréable, cadre chaleureux, cuisine inventive et délicate, prix tout doux. Un grand bravo.",5
"Service irréprochable et nourriture de qualité, nous avons passé un très bon moment en couple. La décoration de la salle est moderne et intime, attention cependant les tables peuvent être très proches les unes des autres.",5
De la bonne cuisine française aux saveurs méditerranéennes à Tunis. Il faut connaitre l'endroit car sinon il est peu probable de tomber dessus par hasard: le restaurant se trouve dans une petite rue sans être indiqué autrement que par le nombre de voitures qui occupent...,5
"Un Restaurant qui possède beaucoup d'atouts, cadre, déco, carte recherchée, une bonne carte des vins, mais le service était très moyen. Le carpaccio de boeuf est à revoir; tiède et sans assaisonnement. Aussi et surtout Quand on sort diner dans un endroit pareil c'est pour...",3
"Un des restaurant meilleur de Tunis Très bon menu  viande et poisson , excellente carte des vin avec suggestion pour les plats , très bon dessert. Ambiance chaude et raffiné personel professionnel  mais peu souriant J y retournerai sûrement !",4
"C'est une valeur sûre, accueil très correct, carte de qualité, cuisine française. Pas de dépaysement car on est loin de l’ambiance de la médina, mais c'est un restaurant plutôt haut de gamme et discret. Prix un peu élevés (compter D. 45/Personne)",4
dîner en famille avec des enfants le cadre est sympathique (quoique les tables soient serrées n offrant pas de discrétion) le service était impeccable la carte est principalement française et tous les plats commandés ont été très appréciés avis mitigé par contre pour le dessert....,5
"Adresse confidentielle, raffinée et clientèle élégante. Une cuisine devenue classique aujourd’hui mais bien réussie. Qualité des produits et aussi préparations très sérieuses. Belle carte des vins locaux et français. Service aimable et très professionnel. Les prix sont de fait élevés en TDN mais avec une...",4
"On ne tombe pas par hasard sur ce restaurant. Rien de touristique à proximité. Il faut donc y aller sur recommandations car en plus il ne paie pas de mine à l’extérieur ...et je le recommande. Parking dans les rues à côté, n’oubliez pas les...",4
"Plats plutôt européens, cadre sympathique et serveurs sympas.  Les plats sont bons, et carte plutôt originale.  Prix corrects.",4
"Cadre, service, présentation, nourriture et vin, tout est bon, goûteux, soigné et raffiné..   La salle à manger se décline désormais en trois espaces différents: La salle initiale (cadre formel, boisé, idéal pour un déjeuner/diner d'affaires), la verrière (un peu plus branchée, ensoleillée, idéale pour un...",5
Un restaurant avec un service impeccable  Excellente carte  La viande est privilégiée avec de très bons assortiments  Les desserts aussi sont succulents Tout était parfait,5
Agreable et calme prix qualité acceptable  Une bonne fréquentation  Bonne emplacement  C est bien pour un déjeuner,3
"La Salle a manger est une adresse que je recommande absolument.  Cependant, je regrette que certains produits ne sont pas toujours de saison.  Pourquoi proposer des soupes aux crevettes avec des artichauts en boite surtout en saison? Service efficace.  Ambiance pro.",5
La salle a manger est un restaurant où la cuisine raffinée est d'une qualité constante. L'incroyable gentillesse et le grand professionnalisme de Faouzi font de ce lieux une des meilleures table de Tunis.,4
"Tout est parfait: la salle ressemble à une salle à manger, les tables sont bien disposées et on s’y sent dans une ambiance intime et chaleureuse. Le service est impeccable et les plats délicieux et recherchés Nous adorons ce restaurant et nous y rendons à...",5
On y mange très bien  .  Service impeccable. Prix un peu cher par rapport à la moyenne.  Cadre magnifique.,5
un restaurant situé en plein centre ville avec un cadre agréable service pas mal du tout la bouffe est excellent pas mal dans l’ensemble une trés bonne expérience..... à refaire,4
Acceuil chaleureux. Service impeccable.  Nourriture succulente. On y reviendra certainement. Bravoooo,4
Comme souvent je viens dans ce restaurant et je ne suis jamais déçu ! Le serveur est superbe côté véranda très professionnel !la cuisine est excellente. Vins excellents et un très bon choix.,5
A ne pas manquer pour passer un bon moment. Plats raffiné. Les plats poissons sont excellents. Le service lui aussi est très agréable dans un cadre à découvrir,4
"Le resto comme le lounge , bonne ambiance , service impeccable et très bonne bouffe . Je recommande fortement.",5
"Je profite de ce post pour saluer une excellente et impeccable qualité de service lors de notre passage, chose devenue une denrée rare dans nos contrées. Pour le reste, l'établissement se maintient bien avec des plats de très bonne qualité et une belle ambiance calme...",5
"On était 8 personnes pour déjeuner d'affaires. + L'endroit charmant, l'ambiance cosy. Les plats délicieux. - Mais les serveurs manquent de rapidité et de réactivité. Ils n'ont pas pris note du coup ils ont oublié qui a commandé quoi et pire ils ont oublié de...",3
je conseille vivement cet endroit . ça convient à tout et honnetement le prix correspond bien à la qualité  j'y ai eté le 08/08 pour feter l'anniversaire de mon mariage et on n'etait pas deçus du tout . vraiment à essayer :),5
"Apres une facture de 400 Tnd j'ai du expliquer au serveur qui ne dois pas comprendre grand chose à la restauration, qu'a ce niveau la , le limoncello dont le bouteille coûte 4 euros est offert, il n'a rien voulu savoir , prétextant que ce...",1
"On a un peu hésité car plus cher que la moyenne à Tunis et peur du coté guindé mais finalement très bonne surprise. Lieu propre, chaleureux, plats excellents (autant le poisson que la viande très tendre et cuite à la perfection) et copieux (le plat...",5
Une très bonne adresse à Tunis avec de très bon plat ainsi qu'un bon rapport qualité prix surtout le filet rossini et de très bon vin aussi,5
"Une carte variée, un assortiment de vins tunisiens et étrangers (rare en Tunisie), un personnel très professionnel, un jardin intérieur couvert agréable... Un excellent restaurant aussi bien pour business que pour diners romantiques... Seule ombre au tableau : pas de parking et le midi, difficile...",5
"Cuisine raffinée, service impeccable, serveurs au petit soin, une carte de vins (particulièrement français) très variée,... Une clientèle très sélect, la classe, et discrète. L'assiette de fromage est à essayer. Réservez d'avance vu que ce restaurant est très demandé et pour le déjeuner et pour...",5
Restaurant correct. un peu snobinard. Reprend tous les classiques de la cuisine fusion des années 80,3
"Nous avons été souper à la salle à manger et nous n'avons pas été déçus. Après avoir mangé les plats typiques les premiers jours à Tunis, nous avons eu envie de nous faire plaisir. Très bonne carte de vin, cuisine raffinée, personnel chaleureux et souriant....",5
le meilleur restaurant de Tunisie luxe sobriété et savoir faire on voit tout de suite que ce restaurant fait la fierté de son propriétaire,5
Bonne cuisine mais un peu chère par rapport aux prix de Tunis. Le cadre de la salle qui est à l'arrière est trés sympa. serviec à améliorer.,4
"Pour y dejeuner ou y diner, plutôt en cours de semaine, c'est un excellent endroit en plein centre ville. Les plats sont bien servi et l'ambiance est chaleureuse.",4
"Pour une ville ou la gastronomie n'est pas le point fort. Voila enfin une véritable bonne adresse. Nous ne sommes pas sur une cuisine typiquement Tunisienne. Mais nous sommes sur une cuisine que je nommerais""Française revisitée à la Tunisienne"". Le résultat est excellent. Les plats...",4
"Endroit sympathique, bien décoré avec une bonne ambiance, tout au fond du restaurant qui, lui, fait un peu vieillot. Au niveau de la sélection des vins, une carte simple mais avec suffisamment de références pour satisfaire tout le monde, en vins étrangers, comme tunisiens. Par...",3
Le meilleure sur toute la Tunisie il ne s'est jamais dégradée cadre magnifique en couple en famille ou entre amis .,5
Espace très petit pour un dîner en famille; avec un enfant on était collé les uns aux autres; nourriture bonne mais prix un peu cher.,3
"Ce restaurant a su s'imposer comme restaurant du centre ville,destiné donc aux gens pressés de retourner au travail avec un budget limité. Cuisine française avec touche tunisienne. Bonne cave de vin. Le soir une vinotheque aménagée dans un sale à la Déco plus jeune vous...",4
"Ce restaurant a un menu unique à lui, ses propriétaires ont su le maintenir au niveau haut. Une fois la bas, on se sent à l'aise et bien servi. Cadre joli est chaleureux.",5
"À la salle à manger on mange très bien. Digne d'n restaurant 4 fourchettes  Excellents plats d'une cuisine internationale variée et très raffinée. Poisson, Viandes, canards, tout est cuisiné avec talent et goût. Une care de vin très variée, des vins tunisiens, Français et autres...",5
"Nous y avons dîné avec des amis, l'accueil était top, les plats succulents, les desserts parfaits. J'y retournerais sûrement.",4
ambiance calme non fumeurs. service discret et efficace. bonne nourriture. excellent vin. puis fin de soirée a la vinotheque. je recommande.,5
"Bonjour  J'ai dîné avec un ami l'accueil est bien la carte est complète avec un bon choix de vin aussi , les plats sont très délicieux et le prix est très abordable  Je reviendrai sûrement  Bonne adresse à Tunis",4
"Trois ambiances, l'une jeune, l'autre plus calme et une troisième en terrasse.  J'ai aimé plusieurs choses, l’accueil chaleureux, le savoir faire du personnel, les entrées, les plats et les desserts. Il s'agit ici de gastronomie et de propositions de plats plus alléchantes les unes que...",5
"Nous avons dîné à des reprises dans ce fameux local. Sevice excellent personnel aimable et qualifié dans l'ensemble.   Sauf que le chef a un problème de cuisson,  à deux reprises j'ai commandé un filet de boeuf médium, on me le livre saignant,  et une semaine...",3
"J'y suis allé 2 fois. A chaque fois le service était excellent et la cuisine aussi. Il y a une salle non fumeurs pour ceux qui, comme moi, sont dérangés par la cigarette. Quand le restaurant est plein, on se retrouve un peu trop près...",4
Une carte variée et une cuisine très réussie le cadre est agréable et inspirant Le restaurant n'est pas si facile à trouver,4
"Bon restaurant classique, mais un peu triste et un peu pompeux..la cuisine est bonne. La carte est un peu courte, mais le produits son frais",4
Cadre chaleureux Service impeccable Belle carte Plats de qualité Salle fumeurs et salle non fumeurs Je recommande,4
Très bon accueil.  Service excellent.  Côte à l'os extra! Fillet viande Rossini succulent! Fondant chocolat ..à tomber!!,5
Français résidant une partie de l'année en Tunisie je fréquente régulièrement. Un des top restaurants de Tunis. Ambiance chic et décontractée. Cuisine internationale sur base de produits locaux. Bon choix de vins Tunisiens. Quand le temps le permet la salle en terrasse couverte est à...,4
"Cuisine de qualité, service Ok, bonne gamme de vins. Mais difficile à trouver même avec le GPS. J'ai été obligé de prendre un sens unique à l'envers mais la police ne m'a rien dit!",4
"La Viande y  est excellente , le dessert ( Crumble)  egalement . Personnel Moyen cependant  , la salle couverte est agreable . Je le recommanderai !",4
Cadre sympa et produits de qualité ! Addition très correcte 170DNT pour 3 - Boisson - Plat - Dessert  Pavé de bœuf excellent..,5
"Le repas sont pas mal, l' ambiance est aussi bonne, plutot pour des bussinesmen. Il a de l'alcohol. Le personnel nest pas si bonne, ça depend de la journée et des pourvoirs....",3
"Nous étions dîner dans ce retaurnant en famille, le service était excellent ainsi que les plats proposés étaient très biens. Une très bonne cuisine avec un chef vraiment professionnel...si vous êtes eamateur de la viande et du bon filet de veau, il s'agit d'une très...",5
"Ambiance feutrée, contexte parfait pour les affaires, cuisine très bien. Viandes et fruits de mer apprêtées avec goût. Service impeccable.",5
"Pour la nieme fois je mange dans ce restaurant l'ambiance est toujours excellente cadre très agréable pour dîner en famille,accueil toujours chaleureux.une bonne salade césar avec un très bon espadon,seule bemole l'accompagnement qui était un peu fade mais.Addition pour un dîner à 2 avec boisson...",4
"Ce restaurant est excellent pour la cuisine européenne.La salle en été est agréable pas même trop fraîche. Les plats sont bons(peut-être trop calorifiques).Le poulet farci à l'italienne était délicieux.Les vins à excellente température.Le service discret et rapide.Bref,on peut se consacrer à ses amis sans négliger...",5
Tous les plats sont soignés et raffiné cadre agréable a recommander . Les prix restent raisonnables avec un bon service,4
"Pas vraiment tunisien mais excellent. L'assiette est de qualité, la carte des vins propose plus qu'un bon choix, le service est très pro mais pas coincé, le tout dans un cadre super agréable.",5
J'ai mangé deux fois dans ce restaurant. Toujours une cuisine internationale raffinée et un service parfait. Une adresse sans mauvaises surprises. Tout simplement le meilleur restaurant de Tunis pour les spécialités internationales.,5
"Très bonne cuisine raffinée, cadre agréable et très bon service. Très beau décor. Le seul bémol c'est de trouver une bonne lace pour garer la voiture.",4
Qualité irréprochable pour une.cuisine internationale raffinée et à la portée. L'un des meilleurs plats de canard et de beauf à Tunis,5
Excellent restaurant avec comme spécialités le foie gras et le canard service parfait très joli cadre...bravo à toute l'équipe.,5
